genome_id,drug,phenotype,mic
GEN-0431,Ceftriaxone,R,64.0
GEN-0431,Ciprofloxacin,R,32.0
GEN-0431,Gentamicin,S,0.06
GEN-0431,Meropenem,S,0.25
GEN-0432,Ceftriaxone,R,8.0
GEN-0432,Ciprofloxacin,R,8.0
GEN-0432,Gentamicin,S,0.12
GEN-0432,Meropenem,R,32.0
GEN-0433,Ceftriaxone,R,16.0
GEN-0433,Ciprofloxacin,R,8.0
GEN-0433,Gentamicin,S,0.25
GEN-0433,Meropenem,R,16.0
GEN-0434,Ceftriaxone,R,64.0
GEN-0434,Gentamicin,S,0.25
GEN-0434,Meropenem,S,0.06
GEN-0435,Ciprofloxacin,S,0.12
GEN-0435,Meropenem,S,0.03
GEN-0436,Ceftriaxone,R,16.0
GEN-0436,Ciprofloxacin,R,8.0
GEN-0436,Gentamicin,S,0.03
GEN-0436,Meropenem,S,0.06
GEN-0437,Ceftriaxone,R,32.0
GEN-0437,Ciprofloxacin,R,16.0
GEN-0437,Meropenem,S,0.06
GEN-0438,Ceftriaxone,R,32.0
GEN-0438,Ciprofloxacin,S,0.25
GEN-0438,Meropenem,S,0.03
GEN-0439,Ceftriaxone,R,8.0
GEN-0439,Ciprofloxacin,S,0.12
GEN-0440,Ceftriaxone,R,8.0
GEN-0440,Gentamicin,S,0.12
GEN-0441,Gentamicin,S,0.12
GEN-0441,Meropenem,S,0.06
GEN-0442,Ceftriaxone,R,8.0
GEN-0442,Ciprofloxacin,S,0.03
GEN-0442,Gentamicin,R,8.0
GEN-0442,Meropenem,S,0.03
GEN-0443,Ceftriaxone,S,0.06
GEN-0443,Ciprofloxacin,R,8.0
GEN-0443,Gentamicin,S,0.12
GEN-0444,Ceftriaxone,R,32.0
GEN-0444,Ciprofloxacin,R,16.0
GEN-0444,Gentamicin,S,0.12
GEN-0445,Ciprofloxacin,S,0.12
GEN-0445,Gentamicin,S,0.03
GEN-0445,Meropenem,S,0.06
GEN-0446,Gentamicin,S,0.25
GEN-0447,Gentamicin,S,0.06
GEN-0447,Meropenem,S,0.12
GEN-0448,Ceftriaxone,R,32.0
GEN-0448,Gentamicin,S,0.12
GEN-0448,Meropenem,S,0.12
GEN-0449,Ceftriaxone,S,0.06
GEN-0449,Ciprofloxacin,R,32.0
GEN-0449,Meropenem,S,0.25
GEN-0450,Ceftriaxone,S,0.03
GEN-0450,Gentamicin,S,0.06
GEN-0450,Meropenem,S,0.03
GEN-0451,Ceftriaxone,R,8.0
GEN-0451,Gentamicin,S,0.25
GEN-0452,Ciprofloxacin,R,64.0
GEN-0452,Gentamicin,R,32.0
GEN-0452,Meropenem,S,0.25
GEN-0453,Ciprofloxacin,S,0.12
GEN-0453,Gentamicin,S,0.12
GEN-0454,Ceftriaxone,R,64.0
GEN-0454,Gentamicin,S,0.06
GEN-0454,Meropenem,S,0.03
GEN-0455,Ceftriaxone,R,8.0
GEN-0455,Ciprofloxacin,R,8.0
GEN-0455,Gentamicin,S,0.25
GEN-0455,Meropenem,S,0.12
GEN-0456,Ceftriaxone,R,32.0
GEN-0456,Gentamicin,S,0.12
GEN-0456,Meropenem,S,0.12
GEN-0457,Ceftriaxone,R,16.0
GEN-0457,Gentamicin,S,0.25
GEN-0457,Meropenem,S,0.03
GEN-0458,Ceftriaxone,R,16.0
GEN-0458,Ciprofloxacin,R,8.0
GEN-0458,Gentamicin,S,0.12
GEN-0458,Meropenem,R,16.0
GEN-0459,Ceftriaxone,R,8.0
GEN-0459,Ciprofloxacin,R,32.0
GEN-0459,Gentamicin,S,0.06
GEN-0459,Meropenem,S,0.06
GEN-0460,Ceftriaxone,R,16.0
GEN-0460,Gentamicin,S,0.12
GEN-0460,Meropenem,S,0.12
GEN-0461,Ceftriaxone,S,0.03
GEN-0461,Ciprofloxacin,R,64.0
GEN-0461,Gentamicin,S,0.25
GEN-0461,Meropenem,S,0.12
GEN-0462,Ceftriaxone,R,8.0
GEN-0462,Ciprofloxacin,R,64.0
GEN-0462,Gentamicin,S,0.06
GEN-0462,Meropenem,S,0.03
GEN-0463,Ceftriaxone,R,16.0
GEN-0463,Gentamicin,S,0.25
GEN-0463,Meropenem,S,0.25
GEN-0464,Ceftriaxone,R,16.0
GEN-0464,Ciprofloxacin,R,64.0
GEN-0465,Ceftriaxone,R,16.0
GEN-0465,Ciprofloxacin,R,32.0
GEN-0466,Ceftriaxone,R,16.0
GEN-0466,Ciprofloxacin,R,32.0
GEN-0466,Gentamicin,S,0.03
GEN-0466,Meropenem,S,0.03
GEN-0467,Ceftriaxone,R,16.0
GEN-0467,Meropenem,S,0.12
GEN-0468,Ciprofloxacin,R,8.0
GEN-0469,Ceftriaxone,R,8.0
GEN-0469,Ciprofloxacin,R,16.0
GEN-0469,Gentamicin,S,0.03
GEN-0469,Meropenem,S,0.12
GEN-0470,Meropenem,S,0.25
GEN-0471,Ceftriaxone,S,0.25
GEN-0471,Gentamicin,S,0.12
GEN-0471,Meropenem,S,0.25
GEN-0472,Ceftriaxone,S,0.12
GEN-0472,Gentamicin,R,8.0
GEN-0473,Ceftriaxone,R,8.0
GEN-0473,Gentamicin,S,0.06
GEN-0473,Meropenem,S,0.25
GEN-0474,Ceftriaxone,S,0.25
GEN-0474,Gentamicin,S,0.12
GEN-0474,Meropenem,S,0.12
GEN-0475,Gentamicin,S,0.25
GEN-0475,Meropenem,S,0.03
GEN-0476,Ceftriaxone,R,16.0
GEN-0476,Ciprofloxacin,S,0.25
GEN-0476,Gentamicin,S,0.25
GEN-0476,Meropenem,S,0.25
GEN-0477,Gentamicin,S,0.06
GEN-0478,Ceftriaxone,S,0.25
GEN-0478,Gentamicin,S,0.03
GEN-0478,Meropenem,S,0.06
GEN-0479,Gentamicin,S,0.12
GEN-0479,Meropenem,S,0.12
GEN-0480,Ceftriaxone,R,16.0
GEN-0480,Gentamicin,S,0.25
GEN-0481,Ceftriaxone,S,0.25
GEN-0481,Gentamicin,S,0.25
GEN-0482,Gentamicin,S,0.03
GEN-0483,Gentamicin,R,8.0
GEN-0484,Ciprofloxacin,S,0.25
GEN-0484,Gentamicin,R,32.0
GEN-0485,Ciprofloxacin,S,0.06
GEN-0485,Gentamicin,R,16.0
GEN-0486,Ciprofloxacin,S,0.12
GEN-0486,Gentamicin,R,64.0
GEN-0487,Ciprofloxacin,S,0.06
GEN-0488,Ciprofloxacin,S,0.06
GEN-0488,Gentamicin,R,32.0
GEN-0489,Ciprofloxacin,S,0.06
GEN-0489,Gentamicin,R,64.0
GEN-0490,Ciprofloxacin,S,0.25
GEN-0490,Gentamicin,R,16.0
GEN-0491,Ciprofloxacin,S,0.06
GEN-0491,Gentamicin,R,32.0
GEN-0492,Ciprofloxacin,S,0.12
GEN-0492,Gentamicin,R,32.0
GEN-0493,Ciprofloxacin,S,0.25
GEN-0493,Gentamicin,R,8.0
GEN-0494,Ciprofloxacin,S,0.25
GEN-0495,Ciprofloxacin,S,0.06
GEN-0495,Gentamicin,R,8.0
GEN-0496,Ciprofloxacin,S,0.12
GEN-0496,Gentamicin,R,64.0
GEN-0497,Gentamicin,R,8.0
GEN-0498,Ciprofloxacin,S,0.06
GEN-0498,Gentamicin,R,64.0
GEN-0499,Ciprofloxacin,S,0.12
GEN-0499,Gentamicin,R,16.0
GEN-0500,Ciprofloxacin,S,0.06
GEN-0500,Gentamicin,R,16.0
GEN-0501,Ciprofloxacin,S,0.06
GEN-0501,Gentamicin,R,8.0
GEN-0502,Ciprofloxacin,S,0.03
GEN-0502,Gentamicin,R,8.0
GEN-0503,Ciprofloxacin,S,0.25
GEN-0504,Ciprofloxacin,S,0.03
GEN-0504,Gentamicin,R,8.0
GEN-0505,Ciprofloxacin,S,0.25
GEN-0506,Ciprofloxacin,S,0.06
GEN-0506,Gentamicin,R,16.0
GEN-0507,Ciprofloxacin,S,0.03
GEN-0507,Gentamicin,R,16.0
GEN-0508,Ciprofloxacin,R,32.0
GEN-0508,Gentamicin,R,32.0
GEN-0509,Ciprofloxacin,S,0.03
GEN-0509,Gentamicin,R,16.0
GEN-0510,Ciprofloxacin,S,0.25
GEN-0510,Gentamicin,R,32.0
GEN-0511,Ciprofloxacin,S,0.03
GEN-0512,Ciprofloxacin,S,0.03
GEN-0512,Gentamicin,R,16.0
GEN-0513,Ciprofloxacin,R,64.0
GEN-0513,Gentamicin,R,64.0
GEN-0514,Ciprofloxacin,S,0.06
GEN-0514,Gentamicin,R,16.0
GEN-0515,Gentamicin,R,8.0
GEN-0516,Ciprofloxacin,R,32.0
GEN-0516,Gentamicin,R,32.0
GEN-0517,Ciprofloxacin,S,0.12
GEN-0517,Gentamicin,R,32.0
GEN-0518,Ciprofloxacin,S,0.06
GEN-0518,Gentamicin,R,16.0
GEN-0520,Ciprofloxacin,S,0.03
GEN-0520,Gentamicin,R,16.0
GEN-0521,Gentamicin,R,64.0
GEN-0522,Ciprofloxacin,S,0.03
GEN-0522,Gentamicin,R,32.0
GEN-0523,Ciprofloxacin,R,16.0
GEN-0523,Gentamicin,R,32.0
GEN-0524,Ciprofloxacin,S,0.06
GEN-0524,Gentamicin,R,64.0
GEN-0525,Ciprofloxacin,S,0.03
GEN-0526,Ciprofloxacin,S,0.12
GEN-0527,Ciprofloxacin,S,0.03
GEN-0527,Gentamicin,R,64.0
GEN-0528,Ciprofloxacin,S,0.25
GEN-0529,Gentamicin,R,64.0
GEN-0530,Ciprofloxacin,S,0.06
GEN-0530,Gentamicin,R,8.0
GEN-0531,Ciprofloxacin,S,0.03
GEN-0531,Gentamicin,R,32.0
GEN-0532,Ciprofloxacin,S,0.06
GEN-0532,Gentamicin,R,8.0
GEN-0533,Gentamicin,R,8.0
GEN-0534,Ciprofloxacin,S,0.03
GEN-0535,Ciprofloxacin,S,0.06
GEN-0537,Gentamicin,S,0.03
GEN-0538,Ciprofloxacin,S,0.06
GEN-0538,Gentamicin,S,0.06
GEN-0539,Ciprofloxacin,S,0.06
GEN-0539,Gentamicin,S,0.06
GEN-0540,Ciprofloxacin,S,0.03
GEN-0540,Gentamicin,R,16.0
GEN-0541,Ciprofloxacin,S,0.12
GEN-0541,Gentamicin,R,16.0
GEN-0542,Ciprofloxacin,S,0.03
GEN-0542,Gentamicin,R,32.0
GEN-0543,Gentamicin,S,0.12
GEN-0544,Ciprofloxacin,S,0.06
GEN-0544,Gentamicin,S,0.12
GEN-0545,Ciprofloxacin,S,0.03
GEN-0546,Ciprofloxacin,S,0.12
GEN-0546,Gentamicin,R,32.0
GEN-0547,Ciprofloxacin,R,16.0
GEN-0547,Gentamicin,R,32.0
GEN-0548,Ciprofloxacin,S,0.03
GEN-0548,Gentamicin,R,64.0
GEN-0549,Meropenem,S,0.03
GEN-0550,Ceftriaxone,R,8.0
GEN-0550,Ciprofloxacin,S,0.06
GEN-0550,Gentamicin,S,0.25
GEN-0550,Meropenem,S,0.12
GEN-0551,Ceftriaxone,S,0.06
GEN-0551,Ciprofloxacin,S,0.12
GEN-0551,Gentamicin,S,0.06
GEN-0552,Ceftriaxone,S,0.03
GEN-0552,Ciprofloxacin,S,0.12
GEN-0552,Gentamicin,S,0.12
GEN-0552,Meropenem,S,0.03
GEN-0553,Ceftriaxone,S,0.03
GEN-0553,Ciprofloxacin,S,0.03
GEN-0553,Gentamicin,S,0.06
GEN-0553,Meropenem,R,64.0
GEN-0554,Ceftriaxone,S,0.06
GEN-0554,Ciprofloxacin,S,0.12
GEN-0554,Meropenem,S,0.25
GEN-0555,Ceftriaxone,S,0.25
GEN-0555,Ciprofloxacin,R,8.0
GEN-0555,Gentamicin,S,0.25
GEN-0555,Meropenem,S,0.03
GEN-0556,Ceftriaxone,S,0.25
GEN-0556,Gentamicin,S,0.03
GEN-0556,Meropenem,S,0.03
GEN-0557,Ceftriaxone,S,0.25
GEN-0557,Ciprofloxacin,S,0.25
GEN-0557,Gentamicin,S,0.06
GEN-0557,Meropenem,S,0.03
GEN-0558,Ciprofloxacin,R,64.0
GEN-0558,Gentamicin,S,0.06
GEN-0558,Meropenem,S,0.25
GEN-0559,Ceftriaxone,R,32.0
GEN-0559,Ciprofloxacin,R,32.0
GEN-0559,Gentamicin,R,32.0
GEN-0559,Meropenem,S,0.06
GEN-0560,Ceftriaxone,S,0.03
GEN-0560,Ciprofloxacin,S,0.06
GEN-0560,Gentamicin,S,0.06
GEN-0561,Ceftriaxone,S,0.25
GEN-0562,Ceftriaxone,S,0.03
GEN-0562,Ciprofloxacin,S,0.25
GEN-0562,Gentamicin,R,8.0
GEN-0562,Meropenem,S,0.12
GEN-0563,Ceftriaxone,S,0.06
GEN-0563,Ciprofloxacin,S,0.12
GEN-0563,Meropenem,R,16.0
GEN-0564,Ceftriaxone,S,0.03
GEN-0564,Ciprofloxacin,S,0.25
GEN-0564,Gentamicin,S,0.06
GEN-0565,Ceftriaxone,S,0.25
GEN-0565,Ciprofloxacin,R,8.0
GEN-0565,Meropenem,S,0.03
GEN-0566,Ceftriaxone,S,0.06
GEN-0566,Ciprofloxacin,S,0.12
GEN-0566,Gentamicin,S,0.12
GEN-0566,Meropenem,R,64.0
GEN-0567,Ceftriaxone,R,8.0
GEN-0567,Ciprofloxacin,S,0.06
GEN-0567,Gentamicin,S,0.12
GEN-0567,Meropenem,R,16.0
GEN-0568,Ceftriaxone,R,8.0
GEN-0568,Ciprofloxacin,S,0.25
GEN-0568,Gentamicin,S,0.25
GEN-0568,Meropenem,R,16.0
GEN-0569,Ceftriaxone,R,32.0
GEN-0569,Gentamicin,S,0.06
GEN-0569,Meropenem,R,8.0
GEN-0570,Ceftriaxone,R,16.0
GEN-0570,Ciprofloxacin,S,0.25
GEN-0570,Gentamicin,S,0.06
GEN-0570,Meropenem,R,64.0
GEN-0571,Ceftriaxone,R,8.0
GEN-0571,Ciprofloxacin,S,0.06
GEN-0571,Gentamicin,R,32.0
GEN-0571,Meropenem,S,0.12
GEN-0572,Ceftriaxone,R,64.0
GEN-0572,Ciprofloxacin,S,0.25
GEN-0572,Gentamicin,S,0.06
GEN-0572,Meropenem,R,8.0
GEN-0573,Ceftriaxone,R,16.0
GEN-0573,Ciprofloxacin,S,0.06
GEN-0573,Gentamicin,S,0.03
GEN-0573,Meropenem,S,0.12
GEN-0574,Ceftriaxone,R,64.0
GEN-0574,Gentamicin,S,0.25
GEN-0574,Meropenem,R,8.0
GEN-0575,Ceftriaxone,R,32.0
GEN-0575,Gentamicin,S,0.25
GEN-0575,Meropenem,R,8.0
GEN-0576,Ciprofloxacin,S,0.06
GEN-0577,Meropenem,R,16.0
GEN-0578,Ceftriaxone,R,16.0
GEN-0578,Ciprofloxacin,S,0.12
GEN-0578,Gentamicin,S,0.25
GEN-0578,Meropenem,R,8.0
GEN-0579,Ceftriaxone,R,8.0
GEN-0579,Ciprofloxacin,S,0.06
GEN-0579,Gentamicin,S,0.25
GEN-0579,Meropenem,S,0.25
GEN-0580,Ceftriaxone,R,8.0
GEN-0580,Ciprofloxacin,S,0.12
GEN-0580,Meropenem,S,0.03
GEN-0581,Ciprofloxacin,S,0.25
GEN-0581,Gentamicin,S,0.12
GEN-0582,Ceftriaxone,R,32.0
GEN-0582,Ciprofloxacin,S,0.25
GEN-0582,Gentamicin,S,0.06
GEN-0582,Meropenem,R,16.0
GEN-0583,Ceftriaxone,R,8.0
GEN-0583,Ciprofloxacin,S,0.06
GEN-0583,Meropenem,R,64.0
GEN-0584,Ceftriaxone,R,32.0
GEN-0584,Meropenem,S,0.03
GEN-0585,Ceftriaxone,R,64.0
GEN-0585,Ciprofloxacin,R,16.0
GEN-0585,Gentamicin,S,0.06
GEN-0585,Meropenem,S,0.12
GEN-0586,Ceftriaxone,R,16.0
GEN-0586,Ciprofloxacin,S,0.03
GEN-0586,Gentamicin,S,0.12
GEN-0587,Ceftriaxone,S,0.06
GEN-0587,Ciprofloxacin,S,0.03
GEN-0587,Gentamicin,S,0.03
GEN-0587,Meropenem,R,64.0
GEN-0588,Ceftriaxone,R,64.0
GEN-0588,Ciprofloxacin,S,0.06
GEN-0588,Gentamicin,S,0.12
GEN-0588,Meropenem,R,32.0
GEN-0589,Ciprofloxacin,R,16.0
GEN-0590,Ciprofloxacin,S,0.12
GEN-0591,Ciprofloxacin,R,16.0
GEN-0591,Gentamicin,S,0.06
GEN-0592,Ciprofloxacin,R,32.0
GEN-0592,Gentamicin,R,32.0
GEN-0593,Ciprofloxacin,R,32.0
GEN-0593,Gentamicin,S,0.03
GEN-0594,Gentamicin,S,0.03
GEN-0595,Ceftriaxone,R,64.0
GEN-0595,Ciprofloxacin,S,0.12
GEN-0595,Gentamicin,S,0.03
GEN-0595,Meropenem,S,0.06
GEN-0596,Ceftriaxone,R,32.0
GEN-0596,Ciprofloxacin,S,0.03
GEN-0596,Meropenem,S,0.06
GEN-0597,Ceftriaxone,R,32.0
GEN-0597,Ciprofloxacin,S,0.25
GEN-0597,Gentamicin,S,0.03
GEN-0597,Meropenem,S,0.25
GEN-0598,Ciprofloxacin,S,0.25
GEN-0598,Gentamicin,S,0.25
GEN-0599,Ciprofloxacin,S,0.25
GEN-0599,Gentamicin,S,0.25
GEN-0599,Meropenem,S,0.25
GEN-0600,Ceftriaxone,R,64.0
GEN-0600,Ciprofloxacin,S,0.25
GEN-0600,Gentamicin,S,0.06
GEN-0600,Meropenem,S,0.12
