genome_id,species,cluster_id
562.7771,Escherichia coli,ST-443
562.7772,Escherichia coli,ST-337
562.7775,Escherichia coli,ST-301
562.7776,Escherichia coli,ST-4554
562.7777,Escherichia coli,ST-328
562.7778,Escherichia coli,ST-301
562.7782,Escherichia coli,ST-29
562.7783,Escherichia coli,ST-5445
562.7784,Escherichia coli,ST-2678
562.7785,Escherichia coli,ST-5480
562.7786,Escherichia coli,ST-5251
562.7788,Escherichia coli,ST-517
562.7789,Escherichia coli,ST-123
562.7790,Escherichia coli,ST-335
562.7791,Escherichia coli,ST-5241
562.7793,Escherichia coli,ST-40
562.96441,Escherichia coli,ST-131
562.96446,Escherichia coli,ST-131
562.96460,Escherichia coli,ST-1196
562.96478,Escherichia coli,ST-69
562.96480,Escherichia coli,ST-131
562.96484,Escherichia coli,ST-131
562.96503,Escherichia coli,ST-3202
562.96512,Escherichia coli,ST-131
562.96514,Escherichia coli,ST-131
562.96516,Escherichia coli,ST-131
562.96526,Escherichia coli,ST-69
562.96529,Escherichia coli,ST-131
562.96535,Escherichia coli,ST-93
562.96540,Escherichia coli,ST-131
562.96551,Escherichia coli,ST-90
562.96564,Escherichia coli,ST-641
562.96574,Escherichia coli,ST-10
562.96575,Escherichia coli,ST-401
562.96577,Escherichia coli,ST-401
562.96585,Escherichia coli,ST-635
562.96587,Escherichia coli,ST-4959
562.96593,Escherichia coli,ST-4959
562.96598,Escherichia coli,ST-1196
562.96601,Escherichia coli,ST-59
562.96604,Escherichia coli,ST-1196
562.96608,Escherichia coli,ST-7095
562.96611,Escherichia coli,ST-7095
562.96617,Escherichia coli,ST-6151
562.96623,Escherichia coli,ST-1297
562.96625,Escherichia coli,ST-155
562.96640,Escherichia coli,ST-1297
562.96651,Escherichia coli,ST-155
562.96654,Escherichia coli,ST-648
562.96662,Escherichia coli,ST-1193
562.96671,Escherichia coli,ST-1193
562.96682,Escherichia coli,ST-428
562.96690,Escherichia coli,ST-428
562.96691,Escherichia coli,ST-428
562.96716,Escherichia coli,ST-69
562.96726,Escherichia coli,ST-131
562.96731,Escherichia coli,ST-69
562.96742,Escherichia coli,ST-7095
562.96744,Escherichia coli,ST-131
562.96754,Escherichia coli,ST-156
562.96759,Escherichia coli,ST-354
562.96792,Escherichia coli,ST-443
562.96796,Escherichia coli,ST-443
562.96801,Escherichia coli,ST-73
562.96802,Escherichia coli,ST-73
562.96810,Escherichia coli,ST-73
562.96822,Escherichia coli,ST-1079
562.96825,Escherichia coli,ST-58
562.96832,Escherichia coli,ST-1193
562.96834,Escherichia coli,ST-1193
562.96847,Escherichia coli,ST-1723
562.96867,Escherichia coli,ST-155
562.96878,Escherichia coli,ST-3877
562.96880,Escherichia coli,ST-3877
562.96901,Escherichia coli,ST-131
562.96907,Escherichia coli,ST-131
562.96922,Escherichia coli,ST-1434
562.96928,Escherichia coli,ST-141
562.96933,Escherichia coli,ST-648
562.96935,Escherichia coli,ST-131
562.96961,Escherichia coli,ST-131
562.96962,Escherichia coli,ST-409
562.96970,Escherichia coli,ST-648
562.96983,Escherichia coli,ST-354
562.96998,Escherichia coli,ST-648
562.97004,Escherichia coli,ST-648
562.97010,Escherichia coli,ST-88
562.97011,Escherichia coli,ST-2598
562.97015,Escherichia coli,ST-2598
562.97032,Escherichia coli,ST-58
562.97035,Escherichia coli,ST-2598
562.97045,Escherichia coli,ST-164
562.97059,Escherichia coli,ST-1196
562.97066,Escherichia coli,ST-6150
562.97084,Escherichia coli,ST-404
562.97086,Escherichia coli,ST-404
562.97090,Escherichia coli,ST-635
562.97093,Escherichia coli,ST-354
562.97115,Escherichia coli,ST-10
562.97122,Escherichia coli,ST-648
562.97124,Escherichia coli,ST-635
562.97132,Escherichia coli,ST-144
562.97156,Escherichia coli,ST-58
562.97161,Escherichia coli,ST-443
562.97171,Escherichia coli,ST-443
562.97184,Escherichia coli,ST-7098
562.97189,Escherichia coli,ST-95
562.97192,Escherichia coli,ST-14
562.97196,Escherichia coli,ST-14
562.97201,Escherichia coli,ST-2521
562.97203,Escherichia coli,ST-2178
562.97215,Escherichia coli,ST-108
562.97228,Escherichia coli,ST-443
562.97232,Escherichia coli,ST-7094
562.97245,Escherichia coli,ST-1723
562.97247,Escherichia coli,ST-1723
562.97251,Escherichia coli,ST-2521
562.97254,Escherichia coli,ST-443
562.97264,Escherichia coli,ST-409
562.97275,Escherichia coli,ST-443
562.97282,Escherichia coli,ST-69
562.97288,Escherichia coli,ST-131
562.97297,Escherichia coli,ST-131
562.97309,Escherichia coli,ST-131
562.97321,Escherichia coli,ST-569
562.97322,Escherichia coli,ST-59
562.97329,Escherichia coli,ST-69
562.97340,Escherichia coli,ST-69
562.97353,Escherichia coli,ST-5430
562.97360,Escherichia coli,ST-1193
562.97367,Escherichia coli,ST-58
562.97381,Escherichia coli,ST-421
562.97391,Escherichia coli,ST-1193
562.97415,Escherichia coli,ST-69
562.97433,Escherichia coli,ST-69
562.97436,Escherichia coli,ST-95
562.97443,Escherichia coli,ST-7095
562.97449,Escherichia coli,ST-88
562.97469,Escherichia coli,ST-3006
562.97471,Escherichia coli,ST-3006
562.97475,Escherichia coli,ST-1193
562.97494,Escherichia coli,ST-226
562.97750,Escherichia coli,ST-12
562.97752,Escherichia coli,ST-73
562.97754,Escherichia coli,ST-10
562.97765,Escherichia coli,ST-127
562.97766,Escherichia coli,ST-80
562.97773,Escherichia coli,ST-537
562.97774,Escherichia coli,ST-73
562.97776,Escherichia coli,ST-131
562.97782,Escherichia coli,ST-58
562.97786,Escherichia coli,ST-73
562.97789,Escherichia coli,ST-69
562.97791,Escherichia coli,ST-640
562.97794,Escherichia coli,ST-398
562.97795,Escherichia coli,ST-95
562.97796,Escherichia coli,ST-392
562.97800,Escherichia coli,ST-550
562.97802,Escherichia coli,ST-73
562.97812,Escherichia coli,ST-550
562.97820,Escherichia coli,ST-59
562.97821,Escherichia coli,ST-58
562.97822,Escherichia coli,ST-141
562.97833,Escherichia coli,ST-1851
562.97834,Escherichia coli,ST-69
562.97839,Escherichia coli,ST-446
562.97840,Escherichia coli,ST-14
562.97844,Escherichia coli,ST-372
562.97845,Escherichia coli,ST-95
562.97847,Escherichia coli,ST-73
562.97849,Escherichia coli,ST-70
562.97851,Escherichia coli,ST-95
562.97852,Escherichia coli,ST-10220
562.97854,Escherichia coli,ST-73
562.97860,Escherichia coli,ST-8579
562.97865,Escherichia coli,ST-131
562.97872,Escherichia coli,ST-69
562.97875,Escherichia coli,ST-73
562.97882,Escherichia coli,ST-73
562.97887,Escherichia coli,ST-73
562.97896,Escherichia coli,ST-1125
562.97898,Escherichia coli,ST-405
562.97899,Escherichia coli,ST-73
562.97902,Escherichia coli,ST-14
562.97904,Escherichia coli,ST-127
562.97906,Escherichia coli,ST-73
562.97907,Escherichia coli,ST-88
562.97908,Escherichia coli,ST-131
562.97910,Escherichia coli,ST-101
562.97912,Escherichia coli,ST-69
562.97920,Escherichia coli,ST-10297
562.97921,Escherichia coli,ST-73
562.97924,Escherichia coli,ST-12
562.97929,Escherichia coli,ST-73
562.97930,Escherichia coli,ST-73
562.97935,Escherichia coli,ST-949
562.97939,Escherichia coli,ST-362
562.97941,Escherichia coli,ST-10
562.97942,Escherichia coli,ST-10270
562.97946,Escherichia coli,ST-95
562.97960,Escherichia coli,ST-12
562.97961,Escherichia coli,ST-73
562.97963,Escherichia coli,ST-141
562.97964,Escherichia coli,ST-106
562.97969,Escherichia coli,ST-127
562.97974,Escherichia coli,ST-994
562.97978,Escherichia coli,ST-10282
562.97979,Escherichia coli,ST-127
562.97987,Escherichia coli,ST-1567
562.97995,Escherichia coli,ST-73
562.98003,Escherichia coli,ST-12
562.98005,Escherichia coli,ST-73
562.98008,Escherichia coli,ST-393
562.98021,Escherichia coli,ST-38
562.98022,Escherichia coli,ST-12
562.98025,Escherichia coli,ST-73
562.98036,Escherichia coli,ST-95
562.98040,Escherichia coli,ST-95
562.98044,Escherichia coli,ST-95
562.98054,Escherichia coli,ST-69
562.98055,Escherichia coli,ST-155
562.98056,Escherichia coli,ST-12
562.98065,Escherichia coli,ST-73
562.98073,Escherichia coli,ST-93
562.98077,Escherichia coli,ST-141
562.98095,Escherichia coli,ST-1643
562.98099,Escherichia coli,ST-59
562.98102,Escherichia coli,ST-144
562.98104,Escherichia coli,ST-501
562.98110,Escherichia coli,ST-1167
562.98117,Escherichia coli,ST-393
562.98118,Escherichia coli,ST-95
562.98122,Escherichia coli,ST-58
562.98124,Escherichia coli,ST-80
562.98131,Escherichia coli,ST-73
562.98134,Escherichia coli,ST-2617
562.98137,Escherichia coli,ST-95
562.98138,Escherichia coli,ST-5363
562.98142,Escherichia coli,ST-12
562.98151,Escherichia coli,ST-73
562.98160,Escherichia coli,ST-73
562.98164,Escherichia coli,ST-327
562.98170,Escherichia coli,ST-73
562.98172,Escherichia coli,ST-127
562.98174,Escherichia coli,ST-95
562.98180,Escherichia coli,ST-349
562.98181,Escherichia coli,ST-141
562.98183,Escherichia coli,ST-10
562.98185,Escherichia coli,ST-405
562.98186,Escherichia coli,ST-127
562.98190,Escherichia coli,ST-69
562.98192,Escherichia coli,ST-131
562.98194,Escherichia coli,ST-104
562.98195,Escherichia coli,ST-10232
562.98196,Escherichia coli,ST-155
562.98206,Escherichia coli,ST-73
562.98207,Escherichia coli,ST-95
562.98208,Escherichia coli,ST-95
562.98210,Escherichia coli,ST-95
562.98219,Escherichia coli,ST-393
562.98220,Escherichia coli,ST-12
562.98224,Escherichia coli,ST-95
562.98229,Escherichia coli,ST-1084
562.98237,Escherichia coli,ST-88
562.98247,Escherichia coli,ST-12
562.98256,Escherichia coli,ST-127
562.98260,Escherichia coli,ST-131
562.98270,Escherichia coli,ST-550
562.98275,Escherichia coli,ST-537
562.98278,Escherichia coli,ST-1882
562.98286,Escherichia coli,ST-550
562.98288,Escherichia coli,ST-95
562.98289,Escherichia coli,ST-393
562.98291,Escherichia coli,ST-372
562.98294,Escherichia coli,ST-69
562.98296,Escherichia coli,ST-95
562.98297,Escherichia coli,ST-73
562.98301,Escherichia coli,ST-10
562.98309,Escherichia coli,ST-73
562.98310,Escherichia coli,ST-69
562.98311,Escherichia coli,ST-393
562.98315,Escherichia coli,ST-73
562.98325,Escherichia coli,ST-12
562.98327,Escherichia coli,ST-95
562.98329,Escherichia coli,ST-973
562.98337,Escherichia coli,ST-10267
562.98344,Escherichia coli,ST-10
562.98346,Escherichia coli,ST-131
562.98351,Escherichia coli,ST-405
562.98355,Escherichia coli,ST-95
562.98356,Escherichia coli,ST-73
562.98366,Escherichia coli,ST-12
562.98370,Escherichia coli,ST-167
562.98394,Escherichia coli,ST-73
562.98397,Escherichia coli,ST-131
562.98400,Escherichia coli,ST-69
562.98414,Escherichia coli,ST-95
562.98425,Escherichia coli,ST-998
562.98436,Escherichia coli,ST-1057
562.98438,Escherichia coli,ST-38
562.98439,Escherichia coli,ST-73
562.98444,Escherichia coli,ST-550
562.98447,Escherichia coli,ST-117
562.98448,Escherichia coli,ST-73
562.98455,Escherichia coli,ST-95
562.98461,Escherichia coli,ST-421
562.98466,Escherichia coli,ST-104
562.98470,Escherichia coli,ST-372
562.98474,Escherichia coli,ST-2619
562.98481,Escherichia coli,ST-993
562.98501,Escherichia coli,ST-12
562.98504,Escherichia coli,ST-1155
562.98510,Escherichia coli,ST-73
562.98518,Escherichia coli,ST-95
562.98520,Escherichia coli,ST-79
562.98525,Escherichia coli,ST-394
562.98533,Escherichia coli,ST-428
562.98536,Escherichia coli,ST-69
562.98540,Escherichia coli,ST-10
562.98545,Escherichia coli,ST-131
562.98547,Escherichia coli,ST-978
562.98550,Escherichia coli,ST-73
562.98551,Escherichia coli,ST-101
562.98567,Escherichia coli,ST-640
562.98578,Escherichia coli,ST-117
562.98582,Escherichia coli,ST-58
562.98586,Escherichia coli,ST-141
562.98593,Escherichia coli,ST-4456
562.98595,Escherichia coli,ST-80
562.98617,Escherichia coli,ST-95
562.98629,Escherichia coli,ST-73
562.98631,Escherichia coli,ST-59
562.98634,Escherichia coli,ST-393
562.98637,Escherichia coli,ST-12
562.98638,Escherichia coli,ST-131
562.98651,Escherichia coli,ST-73
562.98652,Escherichia coli,ST-101
562.98657,Escherichia coli,ST-409
562.98658,Escherichia coli,ST-5644
562.98659,Escherichia coli,ST-12
562.98660,Escherichia coli,ST-681
562.98676,Escherichia coli,ST-144
562.98679,Escherichia coli,ST-69
562.98680,Escherichia coli,ST-10
562.98686,Escherichia coli,ST-117
562.98688,Escherichia coli,ST-4612
562.98715,Escherichia coli,ST-131
562.98721,Escherichia coli,ST-681
562.98726,Escherichia coli,ST-1858
562.98735,Escherichia coli,ST-73
562.98736,Escherichia coli,ST-131
562.98739,Escherichia coli,ST-1057
562.98743,Escherichia coli,ST-405
562.98745,Escherichia coli,ST-73
562.98748,Escherichia coli,ST-2619
562.98750,Escherichia coli,ST-14
562.98756,Escherichia coli,ST-73
562.98759,Escherichia coli,ST-131
562.98767,Escherichia coli,ST-59
562.98774,Escherichia coli,ST-131
562.98775,Escherichia coli,ST-73
562.98779,Escherichia coli,ST-73
562.98783,Escherichia coli,ST-12
562.98786,Escherichia coli,ST-12
562.98808,Escherichia coli,ST-404
562.98838,Escherichia coli,ST-372
562.98842,Escherichia coli,ST-106
562.98850,Escherichia coli,ST-95
562.98854,Escherichia coli,ST-69
562.98859,Escherichia coli,ST-59
562.98864,Escherichia coli,ST-5451
562.98872,Escherichia coli,ST-73
562.98875,Escherichia coli,ST-69
562.98883,Escherichia coli,ST-390
562.98893,Escherichia coli,ST-69
562.98899,Escherichia coli,ST-491
562.98911,Escherichia coli,ST-73
562.98914,Escherichia coli,ST-131
562.98915,Escherichia coli,ST-640
562.98920,Escherichia coli,ST-10271
562.98921,Escherichia coli,ST-162
562.98925,Escherichia coli,ST-95
562.98933,Escherichia coli,ST-127
562.98935,Escherichia coli,ST-127
562.98938,Escherichia coli,ST-357
562.98942,Escherichia coli,ST-10226
562.98943,Escherichia coli,ST-23
562.98948,Escherichia coli,ST-10271
562.98952,Escherichia coli,ST-131
562.98956,Escherichia coli,ST-131
562.98960,Escherichia coli,ST-544
562.98983,Escherichia coli,ST-73
562.98990,Escherichia coli,ST-58
562.98994,Escherichia coli,ST-95
562.98997,Escherichia coli,ST-95
562.99006,Escherichia coli,ST-131
562.99010,Escherichia coli,ST-131
562.99012,Escherichia coli,ST-421
562.99016,Escherichia coli,ST-73
562.99028,Escherichia coli,ST-569
562.99030,Escherichia coli,ST-73
562.99032,Escherichia coli,ST-95
562.99044,Escherichia coli,ST-131
562.99049,Escherichia coli,ST-95
562.99050,Escherichia coli,ST-73
562.99052,Escherichia coli,ST-95
562.99054,Escherichia coli,ST-73
562.99055,Escherichia coli,ST-1727
562.99057,Escherichia coli,ST-95
562.99060,Escherichia coli,ST-405
562.99061,Escherichia coli,ST-69
562.99064,Escherichia coli,ST-73
562.99065,Escherichia coli,ST-95
562.99066,Escherichia coli,ST-69
562.99069,Escherichia coli,ST-48
562.99073,Escherichia coli,ST-416
562.99076,Escherichia coli,ST-357
562.99093,Escherichia coli,ST-429
562.99097,Escherichia coli,ST-95
562.99105,Escherichia coli,ST-69
562.99114,Escherichia coli,ST-95
562.99122,Escherichia coli,ST-43
562.99126,Escherichia coli,ST-69
562.99133,Escherichia coli,ST-95
562.99139,Escherichia coli,ST-10288
562.99151,Escherichia coli,ST-12
562.99154,Escherichia coli,ST-75
562.99165,Escherichia coli,ST-409
562.99179,Escherichia coli,ST-73
562.99187,Escherichia coli,ST-95
562.99197,Escherichia coli,ST-5824
562.99198,Escherichia coli,ST-135
562.99201,Escherichia coli,ST-38
562.99207,Escherichia coli,ST-998
562.99209,Escherichia coli,ST-648
562.99212,Escherichia coli,ST-5539
562.99216,Escherichia coli,ST-127
562.99225,Escherichia coli,ST-95
562.99233,Escherichia coli,ST-10254
562.99235,Escherichia coli,ST-73
562.99237,Escherichia coli,ST-69
562.99239,Escherichia coli,ST-69
562.99245,Escherichia coli,ST-131
562.99254,Escherichia coli,ST-69
562.99263,Escherichia coli,ST-73
562.99264,Escherichia coli,ST-69
562.99271,Escherichia coli,ST-90
562.99273,Escherichia coli,ST-73
562.99276,Escherichia coli,ST-550
562.99299,Escherichia coli,ST-69
562.99308,Escherichia coli,ST-10246
562.99327,Escherichia coli,ST-80
562.99330,Escherichia coli,ST-73
562.99334,Escherichia coli,ST-421
562.99337,Escherichia coli,ST-73
562.99338,Escherichia coli,ST-393
562.99342,Escherichia coli,ST-131
562.99344,Escherichia coli,ST-457
562.99346,Escherichia coli,ST-131
562.99356,Escherichia coli,ST-59
562.99368,Escherichia coli,ST-73
562.99376,Escherichia coli,ST-95
562.99381,Escherichia coli,ST-399
562.99382,Escherichia coli,ST-73
562.99388,Escherichia coli,ST-372
562.99400,Escherichia coli,ST-1193
562.99402,Escherichia coli,ST-73
562.99412,Escherichia coli,ST-95
562.99414,Escherichia coli,ST-10284
562.99417,Escherichia coli,ST-69
562.99421,Escherichia coli,ST-144
562.99429,Escherichia coli,ST-501
562.99431,Escherichia coli,ST-73
562.99433,Escherichia coli,ST-131
562.99435,Escherichia coli,ST-131
562.99438,Escherichia coli,ST-95
562.99439,Escherichia coli,ST-357
562.99441,Escherichia coli,ST-127
562.99443,Escherichia coli,ST-2619
562.99451,Escherichia coli,ST-405
562.99454,Escherichia coli,ST-491
562.99455,Escherichia coli,ST-491
562.99457,Escherichia coli,ST-95
562.99465,Escherichia coli,ST-95
562.99466,Escherichia coli,ST-716
562.99467,Escherichia coli,ST-95
562.99473,Escherichia coli,ST-73
562.99475,Escherichia coli,ST-135
562.99489,Escherichia coli,ST-124
562.99499,Escherichia coli,ST-69
562.99504,Escherichia coli,ST-1193
562.99512,Escherichia coli,ST-95
562.99514,Escherichia coli,ST-69
562.99519,Escherichia coli,ST-10
562.99520,Escherichia coli,ST-131
562.99527,Escherichia coli,ST-131
562.99534,Escherichia coli,ST-409
562.99538,Escherichia coli,ST-131
562.99550,Escherichia coli,ST-58
562.99552,Escherichia coli,ST-95
562.99558,Escherichia coli,ST-69
562.99560,Escherichia coli,ST-131
562.99563,Escherichia coli,ST-10
562.99565,Escherichia coli,ST-73
562.99566,Escherichia coli,ST-95
562.99574,Escherichia coli,ST-569
562.99594,Escherichia coli,ST-73
562.99597,Escherichia coli,ST-131
562.99606,Escherichia coli,ST-2619
562.99612,Escherichia coli,ST-10
562.99615,Escherichia coli,ST-95
562.99620,Escherichia coli,ST-998
562.99633,Escherichia coli,ST-131
562.99640,Escherichia coli,ST-1643
562.99645,Escherichia coli,ST-131
562.99659,Escherichia coli,ST-429
562.99660,Escherichia coli,ST-404
562.99671,Escherichia coli,ST-12
562.99680,Escherichia coli,ST-95
562.99682,Escherichia coli,ST-2522
562.99698,Escherichia coli,ST-131
562.99708,Escherichia coli,ST-73
562.99712,Escherichia coli,ST-73
562.99714,Escherichia coli,ST-131
562.99724,Escherichia coli,ST-38
562.99736,Escherichia coli,ST-12
562.99737,Escherichia coli,ST-69
562.99739,Escherichia coli,ST-131
562.99744,Escherichia coli,ST-95
562.99746,Escherichia coli,ST-73
562.99749,Escherichia coli,ST-58
562.99752,Escherichia coli,ST-95
562.99755,Escherichia coli,ST-1193
562.99760,Escherichia coli,ST-95
562.99773,Escherichia coli,ST-80
562.99775,Escherichia coli,ST-95
562.99776,Escherichia coli,ST-127
562.99783,Escherichia coli,ST-73
562.99789,Escherichia coli,ST-421
562.99790,Escherichia coli,ST-95
562.99791,Escherichia coli,ST-117
562.99792,Escherichia coli,ST-73
562.99793,Escherichia coli,ST-104
562.99797,Escherichia coli,ST-83
562.99821,Escherichia coli,ST-101
562.99825,Escherichia coli,ST-1193
562.99832,Escherichia coli,ST-95
562.99839,Escherichia coli,ST-95
562.99842,Escherichia coli,ST-131
562.99846,Escherichia coli,ST-1642
562.99854,Escherichia coli,ST-73
562.99857,Escherichia coli,ST-14
562.99861,Escherichia coli,ST-69
562.99863,Escherichia coli,ST-10
562.99868,Escherichia coli,ST-95
562.99873,Escherichia coli,ST-109
562.99875,Escherichia coli,ST-14
562.99880,Escherichia coli,ST-73
562.99883,Escherichia coli,ST-73
562.99884,Escherichia coli,ST-131
562.99904,Escherichia coli,ST-131
562.99907,Escherichia coli,ST-69
562.99910,Escherichia coli,ST-73
562.99912,Escherichia coli,ST-12
562.99915,Escherichia coli,ST-73
562.99916,Escherichia coli,ST-95
562.99919,Escherichia coli,ST-5614
562.99921,Escherichia coli,ST-297
562.99923,Escherichia coli,ST-706
562.99931,Escherichia coli,ST-410
562.99935,Escherichia coli,ST-141
562.99938,Escherichia coli,ST-131
562.99939,Escherichia coli,ST-773
562.99943,Escherichia coli,ST-104
562.99948,Escherichia coli,ST-131
562.99949,Escherichia coli,ST-1674
562.99964,Escherichia coli,ST-73
562.99966,Escherichia coli,ST-136
562.99967,Escherichia coli,ST-95
562.99972,Escherichia coli,ST-12
562.99977,Escherichia coli,ST-58
562.99979,Escherichia coli,ST-57
562.99980,Escherichia coli,ST-59
562.99982,Escherichia coli,ST-95
562.99983,Escherichia coli,ST-73
562.99985,Escherichia coli,ST-69
562.99992,Escherichia coli,ST-69
562.99999,Escherichia coli,ST-10237
