genome_id,drug,phenotype
562.23791,Ampicillin,R
562.23791,Ciprofloxacin,R
562.23791,Trimethoprim,S
562.23797,Ciprofloxacin,S
562.23804,Ciprofloxacin,R
562.23810,Ciprofloxacin,S
562.23824,Ciprofloxacin,S
562.23837,Ciprofloxacin,R
562.23838,Ciprofloxacin,S
562.23854,Ampicillin,R
562.23854,Ciprofloxacin,S
562.23854,Trimethoprim,R
562.23866,Ampicillin,R
562.23866,Ciprofloxacin,S
562.23866,Trimethoprim,R
562.23867,Ampicillin,R
562.23867,Ciprofloxacin,S
562.23867,Trimethoprim,R
562.23873,Ciprofloxacin,S
562.23874,Ciprofloxacin,R
562.23887,Ciprofloxacin,S
562.23898,Ciprofloxacin,S
562.23901,Ciprofloxacin,R
562.23903,Ciprofloxacin,S
562.23915,Ciprofloxacin,S
562.23918,Ciprofloxacin,S
562.23925,Ciprofloxacin,S
562.23928,Ciprofloxacin,R
562.28131,Ampicillin,R
562.28131,Ciprofloxacin,R
562.28131,Trimethoprim,R
562.28132,Ampicillin,R
562.28132,Ciprofloxacin,R
562.28132,Trimethoprim,R
562.28567,Ampicillin,R
562.28567,Ciprofloxacin,R
562.28805,Ampicillin,R
562.28805,Ciprofloxacin,R
562.28840,Ampicillin,R
562.28840,Ciprofloxacin,R
562.28845,Ampicillin,R
562.28845,Ciprofloxacin,R
562.28997,Ampicillin,R
562.29001,Ampicillin,R
562.29008,Ampicillin,R
562.29008,Ciprofloxacin,R
562.30310,Ampicillin,R
562.31454,Ampicillin,S
562.31454,Ciprofloxacin,S
562.31462,Ampicillin,S
562.31462,Ciprofloxacin,S
562.33281,Ampicillin,R
562.33281,Ciprofloxacin,R
562.42638,Ampicillin,R
562.42638,Ciprofloxacin,R
562.42644,Ampicillin,R
562.42644,Ciprofloxacin,R
562.42646,Ampicillin,R
562.42646,Ciprofloxacin,R
562.42652,Ampicillin,R
562.42652,Ciprofloxacin,R
562.42664,Ampicillin,R
562.42664,Ciprofloxacin,R
562.42669,Ampicillin,R
562.42669,Ciprofloxacin,R
562.42671,Ampicillin,R
562.42671,Ciprofloxacin,R
562.42675,Ampicillin,R
562.42675,Ciprofloxacin,R
562.42676,Ampicillin,R
562.42676,Ciprofloxacin,S
562.42677,Ampicillin,R
562.42677,Ciprofloxacin,R
562.42687,Ampicillin,R
562.42687,Ciprofloxacin,R
562.42688,Ampicillin,R
562.42688,Ciprofloxacin,S
562.42689,Ampicillin,R
562.42689,Ciprofloxacin,S
562.42698,Ampicillin,R
562.42698,Ciprofloxacin,R
562.42699,Ampicillin,R
562.42699,Ciprofloxacin,R
562.42701,Ampicillin,R
562.42701,Ciprofloxacin,R
562.42703,Ampicillin,R
562.42703,Ciprofloxacin,S
562.42710,Ampicillin,R
562.42710,Ciprofloxacin,R
562.42712,Ampicillin,R
562.42712,Ciprofloxacin,R
562.42722,Ampicillin,R
562.42722,Ciprofloxacin,R
562.42724,Ampicillin,R
562.42724,Ciprofloxacin,S
562.42727,Ampicillin,R
562.42727,Ciprofloxacin,R
562.42728,Ampicillin,R
562.42728,Ciprofloxacin,S
562.42730,Ampicillin,R
562.42730,Ciprofloxacin,S
562.42734,Ampicillin,R
562.42734,Ciprofloxacin,R
562.42735,Ampicillin,R
562.42735,Ciprofloxacin,R
562.42747,Ampicillin,R
562.42747,Ciprofloxacin,R
562.42759,Ciprofloxacin,R
562.42766,Ampicillin,R
562.42766,Ciprofloxacin,R
562.42772,Ampicillin,R
562.42772,Ciprofloxacin,S
562.42774,Ampicillin,R
562.42774,Ciprofloxacin,R
562.42775,Ampicillin,R
562.42775,Ciprofloxacin,R
562.42779,Ampicillin,R
562.42779,Ciprofloxacin,R
562.42781,Ampicillin,R
562.42781,Ciprofloxacin,R
562.42783,Ampicillin,R
562.42783,Ciprofloxacin,R
562.42784,Ampicillin,R
562.42784,Ciprofloxacin,R
562.42788,Ampicillin,R
562.42788,Ciprofloxacin,R
562.42799,Ampicillin,R
562.42799,Ciprofloxacin,R
562.42800,Ampicillin,R
562.42800,Ciprofloxacin,R
562.42802,Ampicillin,R
562.42802,Ciprofloxacin,R
562.42803,Ampicillin,R
562.42803,Ciprofloxacin,R
562.42813,Ampicillin,R
562.42813,Ciprofloxacin,R
562.42815,Ampicillin,R
562.42815,Ciprofloxacin,S
562.42817,Ampicillin,R
562.42817,Ciprofloxacin,R
562.42829,Ampicillin,R
562.42829,Ciprofloxacin,R
562.42833,Ampicillin,R
562.42833,Ciprofloxacin,R
562.42835,Ampicillin,R
562.42835,Ciprofloxacin,S
562.42836,Ampicillin,R
562.42836,Ciprofloxacin,S
562.42851,Ampicillin,R
562.42851,Ciprofloxacin,S
562.42853,Ampicillin,R
562.42853,Ciprofloxacin,R
562.42854,Ampicillin,R
562.42854,Ciprofloxacin,R
562.42856,Ampicillin,R
562.42856,Ciprofloxacin,S
562.42857,Ampicillin,R
562.42857,Ciprofloxacin,S
562.42863,Ampicillin,R
562.42863,Ciprofloxacin,R
562.42866,Ampicillin,R
562.42866,Ciprofloxacin,R
562.42867,Ampicillin,R
562.42867,Ciprofloxacin,R
562.42868,Ampicillin,R
562.42868,Ciprofloxacin,R
562.42869,Ampicillin,R
562.42869,Ciprofloxacin,R
562.42870,Ampicillin,R
562.42870,Ciprofloxacin,S
562.42871,Ampicillin,R
562.42871,Ciprofloxacin,S
562.45399,Ampicillin,R
562.45399,Ciprofloxacin,R
562.45400,Ampicillin,R
562.45400,Ciprofloxacin,R
562.45404,Ampicillin,R
562.45404,Ciprofloxacin,R
562.45598,Ampicillin,S
562.45598,Ciprofloxacin,R
562.45600,Ampicillin,R
562.45601,Ampicillin,R
562.45601,Ciprofloxacin,R
562.45605,Ampicillin,R
562.45605,Ciprofloxacin,R
562.45610,Ampicillin,R
562.45615,Ampicillin,R
562.45615,Ciprofloxacin,R
562.45617,Ampicillin,S
562.45617,Ciprofloxacin,R
562.45618,Ampicillin,R
562.45618,Ciprofloxacin,R
562.45619,Ampicillin,R
562.45619,Ciprofloxacin,R
562.45621,Ampicillin,R
562.45625,Ampicillin,R
562.45625,Ciprofloxacin,R
562.45630,Ampicillin,R
562.45630,Ciprofloxacin,R
562.45637,Ampicillin,S
562.45637,Ciprofloxacin,R
562.45656,Ampicillin,R
562.45656,Ciprofloxacin,S
562.45673,Ampicillin,R
562.45673,Ciprofloxacin,R
562.45677,Ampicillin,R
562.45677,Ciprofloxacin,R
562.45845,Ampicillin,R
562.45845,Ciprofloxacin,R
562.45846,Ampicillin,R
562.45846,Ciprofloxacin,S
562.45848,Ampicillin,R
562.45848,Ciprofloxacin,R
562.45850,Ampicillin,R
562.45850,Ciprofloxacin,R
562.45964,Ciprofloxacin,S
562.48349,Ampicillin,R
562.52722,Ampicillin,S
562.52722,Ciprofloxacin,S
562.52722,Trimethoprim,S
562.53932,Ampicillin,S
562.53932,Ciprofloxacin,S
562.53932,Trimethoprim,S
562.56767,Ampicillin,R
562.56767,Ciprofloxacin,R
562.56771,Ampicillin,R
562.56771,Ciprofloxacin,R
562.56782,Ampicillin,R
562.56782,Ciprofloxacin,R
562.56785,Ampicillin,R
562.56787,Ampicillin,R
562.56787,Ciprofloxacin,R
562.56792,Ampicillin,R
562.56794,Ampicillin,R
562.56794,Ciprofloxacin,R
562.56795,Ampicillin,R
562.56797,Ampicillin,R
562.56800,Ampicillin,R
562.56804,Ampicillin,R
562.56805,Ampicillin,R
562.56806,Ampicillin,R
562.56823,Ampicillin,R
562.56831,Ampicillin,R
562.56836,Ampicillin,R
562.56851,Ampicillin,R
562.56851,Ciprofloxacin,R
562.56853,Ampicillin,R
562.56866,Ampicillin,R
562.56869,Ampicillin,R
562.56876,Ampicillin,R
562.56877,Ampicillin,R
562.56881,Ampicillin,R
562.56902,Ampicillin,R
562.56903,Ampicillin,R
562.56904,Ampicillin,R
562.56904,Ciprofloxacin,R
562.56905,Ampicillin,R
562.56907,Ampicillin,R
562.56908,Ampicillin,R
562.56919,Ampicillin,R
562.57076,Ampicillin,R
562.57076,Ciprofloxacin,R
562.57076,Trimethoprim,R
562.57077,Ampicillin,R
562.57077,Ciprofloxacin,R
562.57077,Trimethoprim,R
562.57078,Ampicillin,R
562.57078,Ciprofloxacin,R
562.57078,Trimethoprim,R
562.57079,Ampicillin,R
562.57079,Ciprofloxacin,S
562.57079,Trimethoprim,S
562.57080,Ampicillin,R
562.57080,Ciprofloxacin,S
562.57080,Trimethoprim,R
562.57081,Ampicillin,R
562.57081,Ciprofloxacin,S
562.57081,Trimethoprim,R
562.57082,Ampicillin,R
562.57082,Ciprofloxacin,S
562.57082,Trimethoprim,R
562.57083,Ampicillin,R
562.57083,Ciprofloxacin,R
562.57083,Trimethoprim,R
562.57084,Ampicillin,R
562.57084,Ciprofloxacin,S
562.57084,Trimethoprim,R
562.57085,Ampicillin,R
562.57085,Ciprofloxacin,R
562.57085,Trimethoprim,S
562.57086,Ampicillin,R
562.57086,Ciprofloxacin,S
562.57086,Trimethoprim,R
562.57087,Ampicillin,R
562.57087,Ciprofloxacin,R
562.57087,Trimethoprim,R
562.57088,Ampicillin,R
562.57088,Ciprofloxacin,R
562.57088,Trimethoprim,R
562.57091,Ampicillin,R
562.57091,Ciprofloxacin,R
562.57091,Trimethoprim,R
562.57092,Ampicillin,R
562.57092,Ciprofloxacin,S
562.57092,Trimethoprim,S
562.57093,Ampicillin,R
562.57093,Ciprofloxacin,S
562.57093,Trimethoprim,S
562.57094,Ampicillin,R
562.57094,Ciprofloxacin,S
562.57094,Trimethoprim,S
562.57095,Ampicillin,R
562.57095,Ciprofloxacin,S
562.57095,Trimethoprim,S
562.57099,Ampicillin,R
562.57099,Ciprofloxacin,S
562.57099,Trimethoprim,S
562.57100,Ampicillin,R
562.57100,Ciprofloxacin,S
562.57100,Trimethoprim,S
562.57101,Ampicillin,S
562.57101,Ciprofloxacin,S
562.57101,Trimethoprim,S
562.57102,Ampicillin,S
562.57102,Ciprofloxacin,S
562.57102,Trimethoprim,S
562.57103,Ampicillin,R
562.57103,Ciprofloxacin,S
562.57103,Trimethoprim,R
562.57104,Ampicillin,R
562.57104,Ciprofloxacin,S
562.57104,Trimethoprim,R
562.57106,Ampicillin,R
562.57106,Ciprofloxacin,S
562.57106,Trimethoprim,R
562.57108,Ampicillin,R
562.57108,Ciprofloxacin,S
562.57108,Trimethoprim,R
562.57109,Ampicillin,R
562.57109,Ciprofloxacin,S
562.57109,Trimethoprim,R
562.57110,Ampicillin,R
562.57110,Ciprofloxacin,S
562.57110,Trimethoprim,S
562.57112,Ampicillin,R
562.57112,Ciprofloxacin,S
562.57112,Trimethoprim,R
562.57114,Ampicillin,R
562.57114,Ciprofloxacin,R
562.57114,Trimethoprim,S
562.57115,Ampicillin,S
562.57115,Ciprofloxacin,S
562.57115,Trimethoprim,S
562.57118,Ampicillin,R
562.57118,Ciprofloxacin,S
562.57118,Trimethoprim,S
562.57119,Ampicillin,R
562.57119,Ciprofloxacin,R
562.57119,Trimethoprim,R
562.57121,Ampicillin,R
562.57121,Ciprofloxacin,S
562.57121,Trimethoprim,S
562.57122,Ampicillin,R
562.57122,Ciprofloxacin,S
562.57122,Trimethoprim,R
562.57125,Ampicillin,R
562.57125,Ciprofloxacin,S
562.57125,Trimethoprim,S
562.57127,Ampicillin,R
562.57127,Ciprofloxacin,S
562.57127,Trimethoprim,S
562.57129,Ampicillin,R
562.57129,Ciprofloxacin,S
562.57129,Trimethoprim,S
562.57130,Ampicillin,R
562.57130,Ciprofloxacin,S
562.57130,Trimethoprim,R
562.57131,Ampicillin,R
562.57131,Ciprofloxacin,R
562.57131,Trimethoprim,R
562.57133,Ampicillin,R
562.57133,Ciprofloxacin,R
562.57133,Trimethoprim,R
562.57134,Ampicillin,S
562.57134,Ciprofloxacin,S
562.57134,Trimethoprim,S
562.57135,Ampicillin,S
562.57135,Ciprofloxacin,S
562.57135,Trimethoprim,S
562.57136,Ampicillin,S
562.57136,Ciprofloxacin,S
562.57136,Trimethoprim,S
562.57137,Ampicillin,R
562.57137,Ciprofloxacin,S
562.57137,Trimethoprim,R
562.57138,Ampicillin,R
562.57138,Ciprofloxacin,S
562.57138,Trimethoprim,S
562.57139,Ampicillin,R
562.57139,Ciprofloxacin,S
562.57139,Trimethoprim,S
562.57141,Ampicillin,S
562.57141,Ciprofloxacin,S
562.57141,Trimethoprim,S
562.57142,Ampicillin,R
562.57142,Ciprofloxacin,S
562.57142,Trimethoprim,S
562.57143,Ampicillin,S
562.57143,Ciprofloxacin,S
562.57143,Trimethoprim,S
562.57144,Ampicillin,R
562.57144,Ciprofloxacin,S
562.57144,Trimethoprim,S
562.57145,Ampicillin,R
562.57145,Ciprofloxacin,S
562.57145,Trimethoprim,S
562.57146,Ampicillin,R
562.57146,Ciprofloxacin,S
562.57146,Trimethoprim,S
562.57147,Ampicillin,S
562.57147,Ciprofloxacin,S
562.57147,Trimethoprim,S
562.57148,Ampicillin,R
562.57148,Ciprofloxacin,S
562.57148,Trimethoprim,S
562.57149,Ampicillin,R
562.57149,Ciprofloxacin,S
562.57149,Trimethoprim,S
562.57154,Ampicillin,R
562.57154,Ciprofloxacin,S
562.57154,Trimethoprim,S
562.57156,Ampicillin,S
562.57156,Ciprofloxacin,S
562.57156,Trimethoprim,S
562.57157,Ampicillin,S
562.57157,Ciprofloxacin,S
562.57157,Trimethoprim,S
562.57158,Ampicillin,S
562.57158,Ciprofloxacin,S
562.57158,Trimethoprim,S
562.57160,Ampicillin,S
562.57160,Ciprofloxacin,S
562.57160,Trimethoprim,R
562.57161,Ampicillin,S
562.57161,Ciprofloxacin,S
562.57161,Trimethoprim,S
562.57163,Ampicillin,R
562.57163,Ciprofloxacin,S
562.57163,Trimethoprim,S
562.57164,Ampicillin,S
562.57164,Ciprofloxacin,S
562.57164,Trimethoprim,S
562.57165,Ampicillin,R
562.57165,Ciprofloxacin,S
562.57165,Trimethoprim,S
562.57166,Ampicillin,R
562.57166,Ciprofloxacin,R
562.57166,Trimethoprim,R
562.57168,Ampicillin,R
562.57168,Ciprofloxacin,R
562.57168,Trimethoprim,R
562.57169,Ampicillin,R
562.57169,Ciprofloxacin,S
562.57169,Trimethoprim,S
562.57171,Ampicillin,R
562.57171,Ciprofloxacin,S
562.57171,Trimethoprim,S
562.57172,Ampicillin,R
562.57172,Ciprofloxacin,S
562.57172,Trimethoprim,S
562.57173,Ampicillin,R
562.57173,Ciprofloxacin,S
562.57173,Trimethoprim,R
562.57174,Ampicillin,S
562.57174,Ciprofloxacin,S
562.57174,Trimethoprim,S
562.57175,Ampicillin,R
562.57175,Ciprofloxacin,S
562.57175,Trimethoprim,S
562.57176,Ampicillin,R
562.57176,Ciprofloxacin,S
562.57176,Trimethoprim,R
562.57177,Ampicillin,R
562.57177,Ciprofloxacin,S
562.57177,Trimethoprim,R
562.57178,Ampicillin,R
562.57178,Ciprofloxacin,R
562.57178,Trimethoprim,S
562.57179,Ampicillin,R
562.57179,Ciprofloxacin,S
562.57179,Trimethoprim,S
562.57180,Ampicillin,R
562.57180,Ciprofloxacin,S
562.57180,Trimethoprim,S
562.57182,Ampicillin,R
562.57182,Ciprofloxacin,S
562.57182,Trimethoprim,R
562.57183,Ampicillin,R
562.57183,Ciprofloxacin,R
562.57183,Trimethoprim,R
562.57185,Ampicillin,R
562.57185,Ciprofloxacin,S
562.57185,Trimethoprim,S
562.57186,Ampicillin,S
562.57186,Ciprofloxacin,S
562.57186,Trimethoprim,S
562.57188,Ampicillin,R
562.57188,Ciprofloxacin,S
562.57188,Trimethoprim,S
562.57189,Ampicillin,R
562.57189,Ciprofloxacin,S
562.57189,Trimethoprim,S
562.57193,Ampicillin,S
562.57193,Ciprofloxacin,S
562.57193,Trimethoprim,R
562.57194,Ampicillin,R
562.57194,Ciprofloxacin,S
562.57194,Trimethoprim,S
562.57196,Ampicillin,R
562.57196,Ciprofloxacin,S
562.57196,Trimethoprim,R
562.57197,Ampicillin,R
562.57197,Ciprofloxacin,R
562.57197,Trimethoprim,R
562.57199,Ampicillin,R
562.57199,Ciprofloxacin,S
562.57199,Trimethoprim,R
562.57200,Ampicillin,R
562.57200,Ciprofloxacin,S
562.57200,Trimethoprim,S
562.57203,Ampicillin,R
562.57203,Ciprofloxacin,S
562.57203,Trimethoprim,R
562.57205,Ampicillin,R
562.57205,Ciprofloxacin,S
562.57205,Trimethoprim,S
562.57206,Ampicillin,R
562.57206,Ciprofloxacin,S
562.57206,Trimethoprim,R
562.57208,Ampicillin,R
562.57208,Ciprofloxacin,S
562.57208,Trimethoprim,R
562.57210,Ampicillin,S
562.57210,Ciprofloxacin,S
562.57210,Trimethoprim,S
562.57211,Ampicillin,S
562.57211,Ciprofloxacin,S
562.57211,Trimethoprim,S
562.57212,Ampicillin,R
562.57212,Ciprofloxacin,S
562.57212,Trimethoprim,S
562.57213,Ampicillin,R
562.57213,Ciprofloxacin,S
562.57213,Trimethoprim,S
562.57214,Ampicillin,R
562.57214,Ciprofloxacin,S
562.57214,Trimethoprim,S
562.57216,Ampicillin,R
562.57216,Ciprofloxacin,S
562.57216,Trimethoprim,S
562.57217,Ampicillin,R
562.57217,Ciprofloxacin,S
562.57217,Trimethoprim,S
562.57219,Ampicillin,R
562.57219,Ciprofloxacin,R
562.57219,Trimethoprim,S
562.57220,Ampicillin,S
562.57220,Ciprofloxacin,S
562.57220,Trimethoprim,S
562.57223,Ampicillin,S
562.57223,Ciprofloxacin,S
562.57223,Trimethoprim,S
562.57224,Ampicillin,R
562.57224,Ciprofloxacin,S
562.57224,Trimethoprim,R
562.57226,Ampicillin,S
562.57226,Ciprofloxacin,S
562.57226,Trimethoprim,S
562.57227,Ampicillin,R
562.57227,Ciprofloxacin,S
562.57227,Trimethoprim,S
562.57228,Ampicillin,R
562.57228,Ciprofloxacin,S
562.57228,Trimethoprim,S
562.57229,Ampicillin,R
562.57229,Ciprofloxacin,R
562.57229,Trimethoprim,S
562.57231,Ampicillin,S
562.57231,Ciprofloxacin,S
562.57231,Trimethoprim,S
562.57232,Ampicillin,R
562.57232,Ciprofloxacin,S
562.57232,Trimethoprim,S
562.57236,Ampicillin,R
562.57236,Ciprofloxacin,S
562.57236,Trimethoprim,S
562.57237,Ampicillin,R
562.57237,Ciprofloxacin,S
562.57237,Trimethoprim,R
562.57238,Ampicillin,R
562.57238,Ciprofloxacin,S
562.57238,Trimethoprim,S
562.57239,Ampicillin,S
562.57239,Ciprofloxacin,S
562.57239,Trimethoprim,S
562.57240,Ampicillin,R
562.57240,Ciprofloxacin,S
562.57240,Trimethoprim,R
562.57242,Ampicillin,S
562.57242,Ciprofloxacin,S
562.57242,Trimethoprim,S
562.57245,Ampicillin,R
562.57245,Ciprofloxacin,S
562.57245,Trimethoprim,S
562.57247,Ampicillin,R
562.57247,Ciprofloxacin,S
562.57247,Trimethoprim,R
562.57248,Ampicillin,R
562.57248,Ciprofloxacin,R
562.57248,Trimethoprim,R
562.57249,Ampicillin,R
562.57249,Ciprofloxacin,R
562.57249,Trimethoprim,R
562.57250,Ampicillin,R
562.57250,Ciprofloxacin,R
562.57250,Trimethoprim,R
562.57252,Ampicillin,R
562.57252,Ciprofloxacin,R
562.57252,Trimethoprim,R
562.57254,Ampicillin,R
562.57254,Ciprofloxacin,S
562.57254,Trimethoprim,R
562.57255,Ampicillin,R
562.57255,Ciprofloxacin,S
562.57255,Trimethoprim,R
562.57257,Ampicillin,R
562.57257,Ciprofloxacin,S
562.57257,Trimethoprim,R
562.57258,Ampicillin,R
562.57258,Ciprofloxacin,S
562.57258,Trimethoprim,R
562.57259,Ampicillin,R
562.57259,Ciprofloxacin,R
562.57259,Trimethoprim,S
562.57260,Ampicillin,R
562.57260,Ciprofloxacin,S
562.57260,Trimethoprim,R
562.57261,Ampicillin,R
562.57261,Ciprofloxacin,S
562.57261,Trimethoprim,R
562.57262,Ampicillin,R
562.57262,Ciprofloxacin,R
562.57262,Trimethoprim,R
562.57263,Ampicillin,R
562.57263,Ciprofloxacin,R
562.57263,Trimethoprim,R
562.57265,Ampicillin,R
562.57265,Ciprofloxacin,R
562.57265,Trimethoprim,R
562.57267,Ampicillin,R
562.57267,Ciprofloxacin,R
562.57267,Trimethoprim,R
562.57268,Ampicillin,R
562.57268,Ciprofloxacin,R
562.57268,Trimethoprim,R
562.57270,Ampicillin,R
562.57270,Ciprofloxacin,S
562.57270,Trimethoprim,S
562.57271,Ampicillin,R
562.57271,Ciprofloxacin,R
562.57271,Trimethoprim,R
562.57274,Ampicillin,R
562.57274,Ciprofloxacin,R
562.57274,Trimethoprim,S
562.57277,Ampicillin,R
562.57277,Ciprofloxacin,R
562.57277,Trimethoprim,R
562.57278,Ampicillin,R
562.57278,Ciprofloxacin,R
562.57278,Trimethoprim,S
562.57279,Ampicillin,R
562.57279,Ciprofloxacin,R
562.57279,Trimethoprim,R
562.57280,Ampicillin,R
562.57280,Ciprofloxacin,S
562.57280,Trimethoprim,R
562.57282,Ampicillin,R
562.57282,Ciprofloxacin,R
562.57282,Trimethoprim,R
562.57283,Ampicillin,R
562.57283,Ciprofloxacin,R
562.57283,Trimethoprim,R
562.57284,Ampicillin,R
562.57284,Ciprofloxacin,S
562.57284,Trimethoprim,R
562.57285,Ampicillin,R
562.57285,Ciprofloxacin,R
562.57285,Trimethoprim,R
562.57286,Ampicillin,R
562.57286,Ciprofloxacin,R
562.57286,Trimethoprim,R
562.57287,Ampicillin,R
562.57287,Ciprofloxacin,S
562.57287,Trimethoprim,R
562.57288,Ampicillin,R
562.57288,Ciprofloxacin,S
562.57288,Trimethoprim,R
562.57290,Ampicillin,R
562.57290,Ciprofloxacin,R
562.57290,Trimethoprim,R
562.57292,Ampicillin,R
562.57292,Ciprofloxacin,R
562.57292,Trimethoprim,R
562.57293,Ampicillin,R
562.57293,Ciprofloxacin,S
562.57293,Trimethoprim,R
562.57294,Ampicillin,R
562.57294,Ciprofloxacin,R
562.57294,Trimethoprim,R
562.57295,Ampicillin,R
562.57295,Ciprofloxacin,R
562.57295,Trimethoprim,S
562.57296,Ampicillin,R
562.57296,Ciprofloxacin,S
562.57296,Trimethoprim,R
562.57297,Ampicillin,R
562.57297,Ciprofloxacin,S
562.57297,Trimethoprim,S
562.57298,Ampicillin,R
562.57298,Ciprofloxacin,R
562.57298,Trimethoprim,R
562.57300,Ampicillin,R
562.57300,Ciprofloxacin,S
562.57300,Trimethoprim,S
562.57302,Ampicillin,R
562.57302,Ciprofloxacin,S
562.57302,Trimethoprim,S
562.57303,Ampicillin,R
562.57303,Ciprofloxacin,S
562.57303,Trimethoprim,S
562.57304,Ampicillin,R
562.57304,Ciprofloxacin,S
562.57304,Trimethoprim,S
562.57306,Ampicillin,R
562.57306,Ciprofloxacin,S
562.57306,Trimethoprim,S
562.57307,Ampicillin,R
562.57307,Ciprofloxacin,S
562.57307,Trimethoprim,S
562.57309,Ampicillin,R
562.57309,Ciprofloxacin,S
562.57309,Trimethoprim,S
562.57310,Ampicillin,R
562.57310,Ciprofloxacin,S
562.57310,Trimethoprim,S
562.57311,Ampicillin,R
562.57311,Ciprofloxacin,S
562.57311,Trimethoprim,S
562.57313,Ampicillin,S
562.57313,Ciprofloxacin,S
562.57313,Trimethoprim,S
562.57314,Ampicillin,S
562.57314,Ciprofloxacin,S
562.57314,Trimethoprim,S
562.57315,Ampicillin,R
562.57315,Ciprofloxacin,S
562.57315,Trimethoprim,S
562.57316,Ampicillin,R
562.57316,Ciprofloxacin,S
562.57316,Trimethoprim,S
562.57317,Ampicillin,R
562.57317,Ciprofloxacin,S
562.57317,Trimethoprim,R
562.57320,Ampicillin,S
562.57320,Ciprofloxacin,S
562.57320,Trimethoprim,S
562.57321,Ampicillin,R
562.57321,Ciprofloxacin,S
562.57321,Trimethoprim,S
562.57322,Ampicillin,R
562.57322,Ciprofloxacin,S
562.57322,Trimethoprim,S
562.57323,Ampicillin,R
562.57323,Ciprofloxacin,S
562.57323,Trimethoprim,R
562.57324,Ampicillin,R
562.57324,Ciprofloxacin,S
562.57324,Trimethoprim,S
562.57325,Ampicillin,R
562.57325,Ciprofloxacin,S
562.57325,Trimethoprim,S
562.57326,Ampicillin,R
562.57326,Ciprofloxacin,S
562.57326,Trimethoprim,S
562.57327,Ampicillin,R
562.57327,Ciprofloxacin,S
562.57327,Trimethoprim,S
562.57328,Ampicillin,R
562.57328,Ciprofloxacin,S
562.57328,Trimethoprim,S
562.57329,Ampicillin,S
562.57329,Ciprofloxacin,S
562.57329,Trimethoprim,S
562.57330,Ampicillin,R
562.57330,Ciprofloxacin,S
562.57330,Trimethoprim,S
562.57331,Ampicillin,R
562.57331,Ciprofloxacin,S
562.57331,Trimethoprim,S
562.57363,Ampicillin,R
562.57363,Ciprofloxacin,S
562.57363,Trimethoprim,R
562.57366,Ampicillin,R
562.57366,Ciprofloxacin,S
562.57366,Trimethoprim,R
562.57367,Ampicillin,R
562.57367,Ciprofloxacin,R
562.57367,Trimethoprim,R
562.57368,Ampicillin,R
562.57368,Ciprofloxacin,R
562.57368,Trimethoprim,R
562.57369,Ampicillin,R
562.57369,Ciprofloxacin,R
562.57369,Trimethoprim,R
562.57370,Ampicillin,R
562.57370,Ciprofloxacin,R
562.57370,Trimethoprim,S
562.57371,Ampicillin,R
562.57371,Ciprofloxacin,R
562.57371,Trimethoprim,S
562.57372,Ampicillin,R
562.57372,Ciprofloxacin,R
562.57372,Trimethoprim,R
562.57373,Ampicillin,R
562.57373,Ciprofloxacin,R
562.57373,Trimethoprim,R
562.57375,Ampicillin,R
562.57375,Ciprofloxacin,R
562.57375,Trimethoprim,R
562.57377,Ampicillin,R
562.57377,Ciprofloxacin,S
562.57377,Trimethoprim,S
562.57378,Ampicillin,R
562.57378,Trimethoprim,R
562.57379,Ampicillin,R
562.57379,Ciprofloxacin,S
562.57379,Trimethoprim,R
562.57380,Ampicillin,R
562.57380,Ciprofloxacin,R
562.57380,Trimethoprim,R
562.57382,Ampicillin,R
562.57382,Ciprofloxacin,R
562.57382,Trimethoprim,R
562.57384,Ampicillin,R
562.57384,Ciprofloxacin,R
562.57384,Trimethoprim,R
562.57385,Ampicillin,R
562.57385,Ciprofloxacin,S
562.57385,Trimethoprim,R
562.57386,Ampicillin,R
562.57386,Ciprofloxacin,S
562.57386,Trimethoprim,R
562.57387,Ampicillin,R
562.57387,Trimethoprim,S
562.57389,Ampicillin,R
562.57389,Ciprofloxacin,S
562.57389,Trimethoprim,S
562.57390,Ampicillin,R
562.57390,Ciprofloxacin,R
562.57390,Trimethoprim,R
562.57391,Ampicillin,R
562.57391,Ciprofloxacin,S
562.57391,Trimethoprim,S
562.57393,Ampicillin,R
562.57393,Ciprofloxacin,R
562.57393,Trimethoprim,R
562.57394,Ampicillin,R
562.57394,Ciprofloxacin,R
562.57394,Trimethoprim,R
562.57395,Ampicillin,R
562.57395,Trimethoprim,R
562.57397,Ampicillin,R
562.57397,Trimethoprim,R
562.57399,Ampicillin,R
562.57399,Ciprofloxacin,R
562.57399,Trimethoprim,R
562.57400,Ampicillin,R
562.57400,Ciprofloxacin,S
562.57400,Trimethoprim,S
562.57401,Ampicillin,R
562.57401,Ciprofloxacin,S
562.57401,Trimethoprim,S
562.57402,Ampicillin,R
562.57402,Ciprofloxacin,S
562.57402,Trimethoprim,R
562.57403,Ampicillin,R
562.57403,Ciprofloxacin,R
562.57403,Trimethoprim,R
562.57404,Ampicillin,R
562.57404,Ciprofloxacin,R
562.57404,Trimethoprim,S
562.57405,Ampicillin,R
562.57405,Ciprofloxacin,R
562.57405,Trimethoprim,R
562.57406,Ampicillin,R
562.57406,Ciprofloxacin,R
562.57406,Trimethoprim,R
562.57408,Ampicillin,R
562.57408,Trimethoprim,S
562.57409,Ampicillin,R
562.57409,Ciprofloxacin,R
