genome_id,genome_name,antibiotic,phenotype,lab_method
562.96691,Escherichia coli VRES0862,ciprofloxacin,Susceptible,Broth dilution
562.97839,Escherichia coli 281455a8-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.145433,Escherichia coli AGA06_2563,ciprofloxacin,Susceptible,Broth dilution
562.98536,Escherichia coli 12258cbc-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23309,Escherichia coli O6:H1 strain ECO0961,ciprofloxacin,Susceptible,Agar dilution
562.22635,Escherichia coli O25:H4 strain ECO0222,ciprofloxacin,Susceptible,Broth dilution
562.99465,Escherichia coli 60ae8f32-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100073,Escherichia coli 25ad3ece-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23440,Escherichia coli O17:H18 strain ECO1004,ciprofloxacin,Susceptible,Agar dilution
562.97782,Escherichia coli 25788922-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.57324,Escherichia coli strain 24742_1#378,ciprofloxacin,Susceptible,Broth dilution
562.97795,Escherichia coli acbb2418-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.57309,Escherichia coli strain 24742_1#259,ciprofloxacin,Susceptible,Broth dilution
562.99550,Escherichia coli 3d003d38-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22617,Escherichia coli O2:H4 strain ECO0202,ciprofloxacin,Susceptible,Broth dilution
562.100221,Escherichia coli d8fd9b4a-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.145051,Escherichia coli PT_EC0201,ciprofloxacin,Susceptible,Disk diffusion
562.7571,Escherichia coli strain 401886_aEPEC,ciprofloxacin,Susceptible,Broth dilution
562.98270,Escherichia coli 8890e1e4-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23690,Escherichia coli O1:H7 strain ECO1421,ciprofloxacin,Susceptible,Agar dilution
562.7744,Escherichia coli strain G504540,ciprofloxacin,Susceptible,Broth dilution
562.99431,Escherichia coli 49782daa-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22606,Escherichia coli O6:H1 strain ECO0182,ciprofloxacin,Susceptible,Broth dilution
562.99744,Escherichia coli 8a0815d4-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100690,Escherichia coli a190214c-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22935,Escherichia coli O4:H5 strain ECO0545,ciprofloxacin,Susceptible,MIC
562.99883,Escherichia coli f4a956c8-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.7738,Escherichia coli strain G500407,ciprofloxacin,Susceptible,Broth dilution
562.99412,Escherichia coli 4536ef60-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97854,Escherichia coli d2f01116-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99846,Escherichia coli ed681138-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.7647,Escherichia coli strain G500007,ciprofloxacin,Susceptible,Broth dilution
562.98547,Escherichia coli a4c1bb50-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23740,Escherichia coli O17:H18 strain ECO1473,ciprofloxacin,Susceptible,MIC
562.144951,Escherichia coli PT_EC0021,ciprofloxacin,Susceptible,Disk diffusion
562.7568,Escherichia coli strain 505393_aEPEC,ciprofloxacin,Susceptible,Broth dilution
562.22951,Escherichia coli O1:H7 strain ECO0564,ciprofloxacin,Susceptible,Agar dilution
562.23363,Escherichia coli O4:H5 strain ECO1006,ciprofloxacin,Susceptible,MIC
562.7670,Escherichia coli strain 202443_aEPEC,ciprofloxacin,Susceptible,Broth dilution
562.23004,Escherichia coli O11:H4 strain ECO0629,ciprofloxacin,Susceptible,Agar dilution
562.144976,Escherichia coli PT_EC0038,ciprofloxacin,Susceptible,Disk diffusion
562.99534,Escherichia coli cc60ba26-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97436,Escherichia coli VREC1545,ciprofloxacin,Susceptible,Broth dilution
562.97032,Escherichia coli VRES1201,ciprofloxacin,Susceptible,Broth dilution
562.23887,Escherichia coli O2:H6 strain ECO1445,ciprofloxacin,Susceptible,MIC
562.96878,Escherichia coli VRES1099,ciprofloxacin,Susceptible,Broth dilution
562.98192,Escherichia coli 327fedcc-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97904,Escherichia coli 8843934e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23135,Escherichia coli NA:H12 strain ECO0470,ciprofloxacin,Susceptible,MIC
562.7777,Escherichia coli strain 402842,ciprofloxacin,Susceptible,Broth dilution
562.100847,Escherichia coli b9616d84-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98220,Escherichia coli 6f1d3758-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96625,Escherichia coli VREC0816,ciprofloxacin,Susceptible,Broth dilution
562.7627,Escherichia coli strain 402696,ciprofloxacin,Susceptible,Broth dilution
562.98160,Escherichia coli 862af85e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99857,Escherichia coli e9862bd6-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97794,Escherichia coli 6a63ee50-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97045,Escherichia coli VREC1158,ciprofloxacin,Susceptible,Broth dilution
562.97845,Escherichia coli 907dfe3c-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100937,Escherichia coli 4808da96-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97840,Escherichia coli 826f5a3e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98310,Escherichia coli 2e70de76-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98414,Escherichia coli 98e88678-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23225,Escherichia coli O45:H7 strain ECO0848,ciprofloxacin,Susceptible,Agar dilution
562.23136,Escherichia coli O2:H1 strain ECO0524,ciprofloxacin,Susceptible,MIC
562.100931,Escherichia coli 27de8e64-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.7577,Escherichia coli strain 200708_aEPEC,ciprofloxacin,Susceptible,Broth dilution
562.99356,Escherichia coli abd7075a-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100808,Escherichia coli fa39e5f8-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23110,Escherichia coli O45:H7 strain ECO0757,ciprofloxacin,Susceptible,MIC
562.7753,Escherichia coli strain 505513_aEPEC,ciprofloxacin,Susceptible,Broth dilution
562.23156,Escherichia coli O6:H1 strain ECO0864,ciprofloxacin,Susceptible,Agar dilution
562.96503,Escherichia coli VREC0691,ciprofloxacin,Susceptible,Broth dilution
562.23122,Escherichia coli O2:H7 strain ECO0777,ciprofloxacin,Susceptible,Agar dilution
562.100895,Escherichia coli bc6b1dd6-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96731,Escherichia coli VRES0876,ciprofloxacin,Susceptible,Broth dilution
562.23266,Escherichia coli O6:H1 strain ECO0901,ciprofloxacin,Susceptible,MIC
562.23091,Escherichia coli O6:H1 strain ECO0732,ciprofloxacin,Susceptible,MIC
562.97196,Escherichia coli VREC1343,ciprofloxacin,Susceptible,Broth dilution
562.98925,Escherichia coli ac886c58-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100378,Escherichia coli 3d440a22-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23088,Escherichia coli NA:H40 strain ECO0728,ciprofloxacin,Susceptible,Agar dilution
562.99912,Escherichia coli cb49638a-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.42851,Escherichia coli strain MUGSI_25,ciprofloxacin,Susceptible,Broth dilution
562.100376,Escherichia coli 1f175e46-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23903,Escherichia coli O2:H6 strain ECO1476,ciprofloxacin,Susceptible,Agar dilution
562.42857,Escherichia coli strain MUGSI_274,ciprofloxacin,Susceptible,Broth dilution
562.98838,Escherichia coli 84ce2a22-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100508,Escherichia coli df594c6e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100021,Escherichia coli ea3e4f9a-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23576,Escherichia coli O156:H14 strain ECO1177,ciprofloxacin,Susceptible,MIC
562.99064,Escherichia coli 17ccdba2-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99076,Escherichia coli 23ea252a-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99935,Escherichia coli 6aeb4a94-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22903,Escherichia coli O24:H4 strain ECO0510,ciprofloxacin,Susceptible,Agar dilution
562.96623,Escherichia coli VREC0812,ciprofloxacin,Susceptible,Broth dilution
562.98164,Escherichia coli bf3664ea-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23614,Escherichia coli O16:H5 strain ECO1325,ciprofloxacin,Susceptible,Agar dilution
562.144949,Escherichia coli PT_EC0017,ciprofloxacin,Susceptible,Disk diffusion
562.23763,Escherichia coli O83:H31 strain ECO1513,ciprofloxacin,Susceptible,Agar dilution
562.23397,Escherichia coli O25:H4 strain ECO1164,ciprofloxacin,Susceptible,Agar dilution
562.58783,Escherichia coli strain ENV323,ciprofloxacin,Susceptible,Disk diffusion
562.23017,Escherichia coli O7:H45 strain ECO0643,ciprofloxacin,Susceptible,MIC
562.100454,Escherichia coli 043580d0-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99923,Escherichia coli 3b3d4e64-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98294,Escherichia coli c0ae1b56-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98131,Escherichia coli 10122250-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99776,Escherichia coli d1040f74-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96526,Escherichia coli VREC0717,ciprofloxacin,Susceptible,Broth dilution
562.57255,Escherichia coli strain 24742_1#208,ciprofloxacin,Susceptible,Broth dilution
562.99473,Escherichia coli 8c66756e-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100764,Escherichia coli 9b45e736-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.57136,Escherichia coli strain 24742_1#91,ciprofloxacin,Susceptible,Broth dilution
562.100815,Escherichia coli fb001296-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98099,Escherichia coli cec7e168-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22845,Escherichia coli O45:H7 strain ECO0460,ciprofloxacin,Susceptible,MIC
562.100302,Escherichia coli c9f29b96-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100820,Escherichia coli f1d23924-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.57313,Escherichia coli strain 24742_1#262,ciprofloxacin,Susceptible,Broth dilution
562.96922,Escherichia coli VREC1046,ciprofloxacin,Susceptible,Broth dilution
562.98935,Escherichia coli 88c3ea3a-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22492,Escherichia coli O6:H1 strain ECO0064,ciprofloxacin,Susceptible,Broth dilution
562.98676,Escherichia coli dffbfc1c-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23328,Escherichia coli O16:H5 strain ECO1091,ciprofloxacin,Susceptible,Agar dilution
562.98301,Escherichia coli c1802786-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.145031,Escherichia coli PT_EC0164,ciprofloxacin,Susceptible,Disk diffusion
562.100819,Escherichia coli f19be8d8-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98540,Escherichia coli a910a32e-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.42684,Escherichia coli strain 236,ciprofloxacin,Susceptible,Broth dilution
562.22946,Escherichia coli O6:H31 strain ECO0558,ciprofloxacin,Susceptible,Agar dilution
562.97184,Escherichia coli VREC1305,ciprofloxacin,Susceptible,Broth dilution
562.99054,Escherichia coli c69e45f4-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22992,Escherichia coli O1:H7 strain ECO0616,ciprofloxacin,Susceptible,MIC
562.100469,Escherichia coli f17f2c8e-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.42724,Escherichia coli strain 363,ciprofloxacin,Susceptible,Broth dilution
562.99433,Escherichia coli 4b1b7766-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100728,Escherichia coli a4295400-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.57147,Escherichia coli strain 24742_1#97,ciprofloxacin,Susceptible,Broth dilution
562.7584,Escherichia coli strain 401938_aEPEC,ciprofloxacin,Susceptible,Broth dilution
562.98659,Escherichia coli d9dd8e9a-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.144994,Escherichia coli PT_EC0128,ciprofloxacin,Susceptible,Disk diffusion
562.98207,Escherichia coli b483ebc6-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100317,Escherichia coli cbf14bb4-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97215,Escherichia coli VREC1375,ciprofloxacin,Susceptible,Broth dilution
562.96608,Escherichia coli VREC0782,ciprofloxacin,Susceptible,Broth dilution
562.22753,Escherichia coli O18:H7 strain ECO0344,ciprofloxacin,Susceptible,Broth dilution
562.145403,Escherichia coli AGA06_2502,ciprofloxacin,Susceptible,Broth dilution
562.99821,Escherichia coli 810d7824-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23116,Escherichia coli O17:H18 strain ECO0764,ciprofloxacin,Susceptible,MIC
562.23513,Escherichia coli O18:H1 strain ECO1196,ciprofloxacin,Susceptible,Agar dilution
562.98481,Escherichia coli 13d6b13a-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23925,Escherichia coli O6:H1 strain ECO1167,ciprofloxacin,Susceptible,Agar dilution
562.99097,Escherichia coli 3c5e978a-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.7669,Escherichia coli strain 201350,ciprofloxacin,Susceptible,Broth dilution
562.7762,Escherichia coli strain 503238_aEPEC,ciprofloxacin,Susceptible,Broth dilution
562.97833,Escherichia coli 84fa4250-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22809,Escherichia coli O107:H27 strain ECO0408,ciprofloxacin,Susceptible,Broth dilution
562.98309,Escherichia coli 37cec9b0-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.7576,Escherichia coli strain 504005_aEPEC,ciprofloxacin,Susceptible,Broth dilution
562.99438,Escherichia coli 4ce2b352-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100178,Escherichia coli b261a9f4-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98759,Escherichia coli 865a9c58-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99165,Escherichia coli d5062d40-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99737,Escherichia coli ab883724-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97852,Escherichia coli cf73990e-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96742,Escherichia coli VREC0886,ciprofloxacin,Susceptible,Broth dilution
562.97381,Escherichia coli VREC1492,ciprofloxacin,Susceptible,Broth dilution
562.144960,Escherichia coli PT_EC0142,ciprofloxacin,Susceptible,Disk diffusion
562.96587,Escherichia coli VREC0768,ciprofloxacin,Susceptible,Broth dilution
562.100490,Escherichia coli eb2a5b38-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23285,Escherichia coli NA:H4 strain ECO0932,ciprofloxacin,Susceptible,Agar dilution
562.97132,Escherichia coli VREC1258,ciprofloxacin,Susceptible,Broth dilution
562.22984,Escherichia coli O21:H5 strain ECO0607,ciprofloxacin,Susceptible,MIC
562.99594,Escherichia coli b2b86848-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100535,Escherichia coli e347fa1e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22666,Escherichia coli O1:H7 strain ECO0254,ciprofloxacin,Susceptible,Broth dilution
562.58768,Escherichia coli strain 205,ciprofloxacin,Susceptible,Disk diffusion
562.99708,Escherichia coli 74d66778-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23010,Escherichia coli O25:H1 strain ECO0636,ciprofloxacin,Susceptible,Agar dilution
562.99065,Escherichia coli 3f885e6e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98208,Escherichia coli b3a3bba0-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100008,Escherichia coli 8a3cdde6-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98315,Escherichia coli 2fb9124e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99793,Escherichia coli 3daabfb0-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96928,Escherichia coli VREC1044,ciprofloxacin,Susceptible,Broth dilution
562.100441,Escherichia coli f84452ec-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23258,Escherichia coli O9:H25 strain ECO0892,ciprofloxacin,Susceptible,Agar dilution
562.99233,Escherichia coli a28d5348-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.57171,Escherichia coli strain 24742_1#324,ciprofloxacin,Susceptible,Broth dilution
562.100824,Escherichia coli f25e12b4-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97987,Escherichia coli b6c1383a-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23264,Escherichia coli O17:H18 strain ECO0899,ciprofloxacin,Susceptible,MIC
562.98735,Escherichia coli a8535dc8-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99919,Escherichia coli 3980261e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100948,Escherichia coli 5b862bf0-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23777,Escherichia coli O2:H1 strain ECO1529,ciprofloxacin,Susceptible,Agar dilution
562.100053,Escherichia coli 4009b63a-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99792,Escherichia coli d615398e-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99455,Escherichia coli 4dcbcfec-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100769,Escherichia coli f5dad0bc-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23407,Escherichia coli O13/O135:H4 strain ECO1174,ciprofloxacin,Susceptible,Agar dilution
562.99615,Escherichia coli 95a96c66-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.22901,Escherichia coli O75:H5 strain ECO0508,ciprofloxacin,Susceptible,Agar dilution
562.96867,Escherichia coli VREC0995,ciprofloxacin,Susceptible,Broth dilution
562.98095,Escherichia coli be0dade4-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97035,Escherichia coli VREC1161,ciprofloxacin,Susceptible,Broth dilution
562.144984,Escherichia coli PT_EC0041,ciprofloxacin,Susceptible,Disk diffusion
562.97367,Escherichia coli VREC1485,ciprofloxacin,Susceptible,Broth dilution
562.99245,Escherichia coli 8a8cfdb2-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98657,Escherichia coli 16a2c21e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96564,Escherichia coli VREC0750,ciprofloxacin,Susceptible,Broth dilution
562.97189,Escherichia coli VREC1308,ciprofloxacin,Susceptible,Broth dilution
562.23512,Escherichia coli O1:H7 strain ECO1195,ciprofloxacin,Susceptible,Agar dilution
562.23838,Escherichia coli O75:H5 strain ECO1318,ciprofloxacin,Susceptible,Agar dilution
562.42856,Escherichia coli strain MUGSI_273,ciprofloxacin,Susceptible,Broth dilution
562.98550,Escherichia coli 14aca484-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96716,Escherichia coli VRES0874,ciprofloxacin,Susceptible,Broth dilution
562.58704,Escherichia coli strain 14037824,ciprofloxacin,Susceptible,Broth dilution
562.73354,Escherichia coli strain BB1403,ciprofloxacin,Susceptible,Disk diffusion
562.23661,Escherichia coli O75:H5 strain ECO1395,ciprofloxacin,Susceptible,Agar dilution
562.96802,Escherichia coli VREC0945,ciprofloxacin,Susceptible,Broth dilution
562.23031,Escherichia coli O78:H4 strain ECO0667,ciprofloxacin,Susceptible,MIC
562.98629,Escherichia coli 7f5d5964-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100274,Escherichia coli 7988de2c-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.31462,Escherichia coli strain KCRI-30 strain RDK37_30,ciprofloxacin,Susceptible,Disk diffusion
562.100697,Escherichia coli a20d7674-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23132,Escherichia coli O86:H18 strain ECO0609,ciprofloxacin,Susceptible,MIC
562.98688,Escherichia coli b172d294-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96577,Escherichia coli VREC0759,ciprofloxacin,Susceptible,Broth dilution
562.57158,Escherichia coli strain 24742_1#133,ciprofloxacin,Susceptible,Broth dilution
562.97201,Escherichia coli VREC1346,ciprofloxacin,Susceptible,Broth dilution
562.99010,Escherichia coli 5d575bc0-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100166,Escherichia coli fe2cee62-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100199,Escherichia coli b17434e4-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96575,Escherichia coli VREC1622,ciprofloxacin,Susceptible,Broth dilution
562.57144,Escherichia coli strain 24742_1#102,ciprofloxacin,Susceptible,Broth dilution
562.98779,Escherichia coli bc148ebc-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.7749,Escherichia coli strain 503023,ciprofloxacin,Susceptible,Broth dilution
562.23260,Escherichia coli O45:H7 strain ECO0894,ciprofloxacin,Susceptible,MIC
562.57080,Escherichia coli strain 24742_1#271,ciprofloxacin,Susceptible,Broth dilution
562.23774,Escherichia coli O108:H9 strain ECO1523,ciprofloxacin,Susceptible,MIC
562.97960,Escherichia coli 4ef681fa-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100424,Escherichia coli 00cce8a2-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.57146,Escherichia coli strain 24742_1#99,ciprofloxacin,Susceptible,Broth dilution
562.22532,Escherichia coli O16:H6 strain ECO0107,ciprofloxacin,Susceptible,Broth dilution
562.23915,Escherichia coli O22:H1 strain ECO1172,ciprofloxacin,Susceptible,Agar dilution
562.100854,Escherichia coli d3c9b5d2-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97282,Escherichia coli VREC1417,ciprofloxacin,Susceptible,Broth dilution
562.100907,Escherichia coli 48da0d64-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.98582,Escherichia coli 300224a2-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.99197,Escherichia coli d3133f78-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.144963,Escherichia coli PT_EC0146,ciprofloxacin,Susceptible,Disk diffusion
562.98210,Escherichia coli b0f36338-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.97821,Escherichia coli 62b642fc-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.58771,Escherichia coli strain ENV68,ciprofloxacin,Susceptible,Broth dilution
562.98595,Escherichia coli 51c41fbe-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.100012,Escherichia coli 898385e4-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.23728,Escherichia coli O12:H4 strain ECO1457,ciprofloxacin,Susceptible,Agar dilution
562.23473,Escherichia coli O25:H18 strain ECO1072,ciprofloxacin,Susceptible,Agar dilution
562.98470,Escherichia coli 66a95ec6-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Susceptible,Disk diffusion
562.96585,Escherichia coli VREC0761,ciprofloxacin,Susceptible,Broth dilution
562.97011,Escherichia coli VREC1118,ciprofloxacin,Susceptible,Broth dilution
562.96574,Escherichia coli VREC0758,ciprofloxacin,Susceptible,Broth dilution
